,Titles,Released,MPAA,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio
152,Man of Steel,2013,PG-13,2h 23min,55,7.0,2.9K,780,Zack Snyder,David S. Goyer,Warner Bros.,"$225,000,000 ","$291,045,518","$668,045,518",2.35 : 1
153,Batman v Superman: Dawn of Justice,2016,13+,2h 32min,44,6.4,4K,816,Zack Snyder,Chris Terrio,Warner Bros.,"$250,000,000 ","$330,360,194","$873,637,528",2.39 : 1
154,The Day After Tomorrow,2004,PG-13,2h 4min,47,6.4,1.2K,163,Roland Emmerich,Roland Emmerich,Twentieth Century Fox,"$125,000,000 ","$186,740,799","$552,639,571",2.39 : 1
155,Unhinged,2020,R,1h 30min,40,6.0,1.4K,219,Derrick Borte,Carl Ellsworth,Burek Films,"$33,000,000 ","$20,831,465","$44,331,465",2.39 : 1
156,From Dusk Till Dawn,1996,R,1h 48min,48,7.2,688,186,Robert Rodriguez,Robert Kurtzman,Dimension Films,"$19,000,000 ","$25,836,616","$25,837,111",1.85 : 1
157,Hellboy,2019,R,2h,31,5.2,1.4K,269,Neil Marshall,Andrew Cosby,Summit Entertainment,"$50,000,000 ","$21,903,748","$55,065,289",2.39 : 1
158,13 Hours,2016,R,2h 24min,48,7.3,396,252,Michael Bay,Chuck Hogan,Paramount Pictures,"$50,000,000 ","$52,853,219","$69,411,370",2.39 : 1
159,News of the World,2020,PG-13,1h 58min,73,6.8,582,229,Paul Greengrass,Paul Greengrass,Perfect World Pictures,,"$12,668,325","$12,668,325",2.39 : 1
160,Star Wars: Episode VIII - The Last Jedi,2017,13+,2h 32min,84,7.0,6.9K,723,Rian Johnson,Rian Johnson,Walt Disney Pictures,"$317,000,000 ","$620,181,382","$1,332,698,830",2.39 : 1
161,Thor: The Dark World,2013,PG-13,1h 52min,54,6.8,749,533,Alan Taylor,Christopher L. Yost,Marvel Studios,"$170,000,000 ","$206,362,140","$644,783,140",2.39 : 1
162,Fury,2014,R,2h 14min,64,7.6,1K,374,David Ayer,David Ayer,Columbia Pictures,"$68,000,000 ","$85,817,906","$211,822,697",2.35 : 1
163,Point Break,1991,R,2h 2min,58,7.3,404,124,Kathryn Bigelow,Rick King,Largo Entertainment,"$24,000,000 ","$43,218,387","$83,531,958",2.35 : 1
164,Kung Fu Panda,2008,PG,1h 32min,74,7.6,471,278,Mark Osborne,Jonathan Aibel,DreamWorks Animation,"$130,000,000 ","$215,434,591","$631,746,197",2.39 : 1
165,Star Trek Beyond,2016,13+,2h 2min,68,7.0,854,480,Justin Lin,Simon Pegg,Paramount Pictures,"$185,000,000 ","$158,848,340","$343,471,816",2.35 : 1
166,King Arthur: Legend of the Sword,2017,17+,2h 6min,41,6.7,1K,360,Guy Ritchie,Joby Harold,Warner Bros.,"$175,000,000 ","$39,175,066","$148,675,066",2.39 : 1
167,The Last of the Mohicans,1992,R,1h 52min,76,7.7,483,90,Michael Mann,James Fenimore Cooper,Morgan Creek Entertainment,"$40,000,000 ","$75,505,856","$75,505,856",2.35 : 1
168,Men in Black: International,2019,13+,1h 54min,38,5.6,1.1K,275,F. Gary Gray,Matt Holloway,Columbia Pictures,"$110,000,000 ","$80,001,807","$253,890,701",
169,Logan,2017,17+,2h 17min,77,8.1,1.6K,649,James Mangold,James Mangold,Twentieth Century Fox,"$97,000,000 ","$226,277,068","$619,179,950",2.39 : 1
170,Honest Thief,2020,13+,1h 39min,46,6.0,511,128,Mark Williams,Steve Allrich,Argonaut Entertainment Partners,,"$14,163,574","$31,139,004",2.39 : 1
171,Divergent,2014,PG-13,2h 19min,48,6.6,836,475,Neil Burger,Evan Daugherty,Summit Entertainment,"$85,000,000 ","$150,947,895","$288,885,818",2.35 : 1
172,Godzilla: King of the Monsters,2019,13+,2h 12min,48,6.0,2.3K,393,Michael Dougherty,Michael Dougherty,Warner Bros.,"$170,000,000 ","$110,500,138","$386,600,138",2.39 : 1
173,The Predator,2018,17+,1h 47min,48,5.3,2.6K,414,Shane Black,Fred Dekker,Twentieth Century Fox,"$88,000,000 ","$51,024,708","$160,542,134",2.39 : 1
174,Transformers,2007,PG-13,2h 24min,61,7.0,1.8K,400,Michael Bay,Roberto Orci,Dreamworks Pictures,"$150,000,000 ","$319,246,193","$709,709,780",2.39 : 1
175,The Incredible Hulk,2008,PG-13,1h 52min,61,6.6,856,404,Louis Leterrier,Zak Penn,Universal Pictures,"$150,000,000 ","$134,806,913","$264,770,996",2.39 : 1
176,Shooter,2007,R,2h 4min,53,7.2,405,206,Antoine Fuqua,Jonathan Lemkin,Paramount Pictures,"$61,000,000 ","$47,003,582","$95,696,996",2.35 : 1
177,Shadow in the Cloud,2020,R,1h 23min,66,4.8,852,149,Roseanne Liang,Max Landis,Four Knights Film,,"$156,932","$1,024,767",2.39:1
178,Midway,2019,PG-13,2h 18min,47,6.7,1.1K,185,Roland Emmerich,Wes Tooke,Summit Entertainment,"$100,000,000 ","$56,846,802","$127,420,861",2.39 : 1
179,Rogue One,2016,13+,2h 13min,65,7.8,1.8K,718,Gareth Edwards,Chris Weitz,Lucasfilm,"$200,000,000 ","$532,177,324","$1,056,057,720",2.39 : 1
180,Kill Bill: Vol. 2,2004,21+,2h 17min,83,8.0,1K,310,Quentin Tarantino,Quentin Tarantino,Miramax,"$30,000,000 ","$66,208,183","$154,118,820",2.39 : 1
181,Extraction,2020,R,1h 56min,56,6.7,3K,234,Sam Hargrave,Joe Russo,Netflix,,,,2.39 : 1
182,Star Wars: Episode I - The Phantom Menace,1999,PG,2h 16min,51,6.5,3.9K,363,George Lucas,George Lucas,Lucasfilm,"$115,000,000 ","$474,544,677","$1,027,082,707",2.39 : 1
183,Robin Hood,2010,PG-13,2h 20min,53,6.6,649,344,Ridley Scott,Brian Helgeland,Universal Pictures,"$200,000,000 ","$105,269,730","$321,669,741",2.39 : 1
184,In Time,2011,PG-13,1h 49min,53,6.7,580,378,Andrew Niccol,Andrew Niccol,New Regency Productions,"$40,000,000 ","$37,520,095","$173,930,596",2.35 : 1
185,Harry Potter and the Half-Blood Prince,2009,PG,2h 33min,78,7.6,1.1K,400,David Yates,Steve Kloves,Warner Bros.,"$250,000,000 ","$302,305,431","$934,454,096",2.39 : 1
186,Only the Brave,2017,13+,2h 14min,72,7.6,229,180,Joseph Kosinski,Sean Flynn,Columbia Pictures,"$38,000,000 ","$18,343,983","$26,351,322",2.39 : 1
187,Mission: Impossible,1996,PG-13,1h 50min,59,7.1,490,204,Brian De Palma,Bruce Geller,Paramount Pictures,"$80,000,000 ","$180,981,856","$457,696,391",2.39 : 1
188,Snowpiercer,2013,R,2h 6min,84,7.1,1K,500,Bong Joon Ho,Jacques Lob,SnowPiercer,"$39,200,000 ","$4,563,650","$86,758,912",1.85 : 1
189,300: Rise of an Empire,2014,R,1h 42min,48,6.2,621,389,Noam Murro,Zack Snyder,Warner Bros.,"$110,000,000 ","$106,580,051","$337,580,051",2.35 : 1
190,Mission: Impossible - Fallout,2018,13+,2h 27min,86,7.7,1.7K,471,Christopher McQuarrie,Bruce Geller,Paramount Pictures,"$178,000,000 ","$220,159,104","$791,657,398",2.39 : 1
191,Starship Troopers,1997,R,2h 9min,51,7.2,1.1K,214,Paul Verhoeven,Edward Neumeier,TriStar Pictures,"$105,000,000 ","$54,814,377","$121,214,377",1.85 : 1
192,Green Lantern,2011,PG-13,1h 54min,39,5.5,687,446,Martin Campbell,Greg Berlanti,Warner Bros.,"$200,000,000 ","$116,601,172","$219,851,172",2.35 : 1
193,Enola Holmes,2020,PG-13,2h 3min,68,6.6,1.5K,217,Harry Bradbeer,Jack Thorne,Netflix,,,,2.35 : 1
194,Austin Powers: The Spy Who Shagged Me,1999,PG-13,1h 35min,59,6.6,798,184,Jay Roach,Mike Myers,New Line Cinema,"$33,000,000 ","$206,040,086","$312,016,928",2.39 : 1
195,Van Helsing,2004,PG-13,2h 11min,35,6.1,1.4K,129,Stephen Sommers,Stephen Sommers,Universal Pictures,"$160,000,000 ","$120,177,084","$300,157,638",1.85 : 1
196,Fast & Furious,2009,PG-13,1h 47min,46,6.6,290,257,Justin Lin,Chris Morgan,Universal Pictures,"$85,000,000 ","$155,064,265","$360,366,870",2.39 : 1
197,Tropic Thunder,2008,R,1h 47min,71,7.0,678,331,Ben Stiller,Justin Theroux,Dreamworks Pictures,"$92,000,000 ","$110,515,313","$195,702,963",2.35 : 1
198,A Knight's Tale,2001,PG-13,2h 12min,56,6.9,716,143,Brian Helgeland,Brian Helgeland,Columbia Pictures,"$65,000,000 ","$56,569,702","$117,487,473",2.35 : 1
199,Way Down,2021,R,1h 58min,50,6.4,129,50,Jaume Balagueró,Rafa Martínez,Ciudadano Ciskul,,,"$1,064,910",2.39 : 1
200,Stargate,1994,PG-13,1h 56min,,7.1,,,Roland Emmerich,Dean Devlin,Canal+,"$55,000,000 ","$71,567,262","$196,567,262",2.39 : 1
201,Bumblebee,2018,13+,1h 54min,66,6.7,1.3K,252,Travis Knight,Christina Hodson,Hasbro,"$135,000,000 ","$127,195,589","$467,989,645",1.85 : 1
202,The Incredibles,2004,R,1h 55min,90,8.0,983,244,Brad Bird,Brad Bird,Pixar Animation Studios,"$92,000,000 ","$261,441,092","$631,607,053",2.39 : 1
203,The Mask,1994,PG-13,1h 41min,56,6.9,316,79,Chuck Russell,Michael Fallon,New Line Cinema,"$23,000,000 ","$119,938,730","$351,583,407",1.85 : 1
204,Kingsman: The Golden Circle,2017,17+,2h 21min,44,6.7,733,370,Matthew Vaughn,Jane Goldman,Twentieth Century Fox,"$104,000,000 ","$100,234,838","$410,902,662",2.39 : 1
205,Skyfall,2012,PG-13,2h 23min,81,7.7,1.6K,529,Sam Mendes,Neal Purvis,Metro-Goldwyn-Mayer (MGM),"$200,000,000 ","$304,360,277","$1,108,569,499",2.39 : 1
206,Indiana Jones and the Last Crusade,1989,PG-13,2h 7min,65,8.2,621,181,Steven Spielberg,Jeffrey Boam,Paramount Pictures,"$48,000,000 ","$197,171,806","$474,171,806",2.39 : 1
207,The Man from U.N.C.L.E.,2015,D,1h 56min,56,7.3,550,387,Guy Ritchie,Guy Ritchie,Warner Bros.,"$75,000,000 ","$45,445,109","$107,045,109",2.39 : 1
208,Hell or High Water,2016,R,1h 42min,88,7.6,474,309,David Mackenzie,Taylor Sheridan,CBS Films,"$12,000,000 ","$27,007,844","$37,879,877",2.35 : 1
209,The Sum of All Fears,2002,PG-13,2h 4min,45,6.4,602,176,Phil Alden Robinson,Tom Clancy,Paramount Pictures,"$68,000,000 ","$118,907,036","$193,921,372",2.39 : 1
210,Fast Five,2011,PG-13,2h 10min,66,7.3,453,381,Justin Lin,Chris Morgan,Universal Pictures,"$125,000,000 ","$209,837,675","$626,137,675",2.39 : 1
211,Wanted,2008,R,1h 50min,64,6.7,822,315,Timur Bekmambetov,Michael Brandt,Universal Pictures,"$75,000,000 ","$134,508,551","$342,463,063",2.39 : 1
212,Star Wars: Episode VII - The Force Awakens,2015,SU,2h 18min,80,7.8,4.9K,911,J.J. Abrams,Lawrence Kasdan,Lucasfilm,"$245,000,000 ","$936,662,225","$2,069,521,700",2.39 : 1
213,Ant-Man and the Wasp,2018,13+,1h 58min,70,7.0,995,449,Peyton Reed,Chris McKenna,Marvel Studios,"$162,000,000 ","$216,648,740","$622,674,139",2.39 : 1
214,V for Vendetta,2005,R,2h 12min,62,8.1,2.3K,202,James McTeigue,Lilly Wachowski,Warner Bros.,"$54,000,000 ","$70,511,035","$132,511,035",2.35 : 1
215,Transformers: The Last Knight,2017,13+,2h 34min,27,5.2,909,297,Michael Bay,Art Marcum,Paramount Pictures,"$217,000,000 ","$130,168,683","$605,425,157",
216,Men in Black,1997,PG-13,1h 38min,71,7.3,371,165,Barry Sonnenfeld,Lowell Cunningham,Columbia Pictures,"$90,000,000 ","$250,690,539","$589,390,539",1.85 : 1
217,Warrior,2011,PG-13,2h 20min,71,8.1,747,345,Gavin O'Connor,Gavin O'Connor,Lionsgate,"$25,000,000 ","$13,657,115","$23,308,615",2.35 : 1
218,Hot Fuzz,2007,R,2h 1min,81,7.8,874,304,Edgar Wright,Edgar Wright,Universal Pictures,"£8,000,000 ","$23,637,265","$80,743,363",2.35 : 1
219,Solo: A Star Wars Story,2018,13+,2h 15min,62,6.9,2.5K,557,Ron Howard,Jonathan Kasdan,Lucasfilm,"$275,000,000 ","$213,767,512","$392,924,807",2.39 : 1
220,The Maze Runner,2014,PG-13,1h 53min,57,6.8,663,329,Wes Ball,Noah Oppenheim,Twentieth Century Fox,"$34,000,000 ","$102,427,862","$348,319,861",2.39 : 1
221,Jack Reacher,2012,PG-13,2h 10min,50,7.0,575,419,Christopher McQuarrie,Lee Child,Paramount Pictures,"$60,000,000 ","$80,070,736","$218,340,595",2.35 : 1
222,Rush,2013,R,2h 3min,74,8.1,617,428,Ron Howard,Peter Morgan,Exclusive Media Group,"$38,000,000 ","$26,947,624","$96,983,009",2.35 : 1
223,Charlie's Angels,2019,17+,1h 58min,52,4.8,1.1K,188,Elizabeth Banks,Elizabeth Banks,Columbia Pictures,"$48,000,000 ","$17,803,077","$73,279,888",2.39 : 1
224,Spenser Confidential,2020,R,1h 51min,49,6.2,604,114,Peter Berg,Sean O'Keefe,Netflix,,,,2.00 : 1
225,Taken,2008,PG-13,1h 30min,51,7.8,1.1K,276,Pierre Morel,Luc Besson,EuropaCorp,"$25,000,000 ","$145,000,989","$226,837,760",2.35 : 1
226,Spectre,2015,D,2h 28min,60,6.8,1.2K,448,Sam Mendes,John Logan,B24,"$245,000,000 ","$200,074,609","$880,681,519",2.39 : 1
227,Kick-Ass,2010,D,1h 57min,66,7.6,868,474,Matthew Vaughn,Jane Goldman,Marv Films,"$30,000,000 ","$48,071,303","$96,188,903",2.35 : 1
228,Highlander,1986,R,1h 56min,24,7.1,404,128,Russell Mulcahy,Gregory Widen,Thorn EMI Screen Entertainment,"$16,000,000 ","$5,900,000","$5,900,712",1.85 : 1
229,X: First Class,2011,PG-13,2h 11min,65,7.7,801,532,Matthew Vaughn,Ashley Miller,Twentieth Century Fox,"$160,000,000 ","$146,408,305","$352,616,690",2.39 : 1
230,Predestination,2014,R,1h 37min,69,7.5,677,262,Michael Spierig,Michael Spierig,Screen Australia,"$5,100,000 ","$68,372","$4,942,449",2.35 : 1
231,GoldenEye,1995,PG-13,2h 10min,65,7.2,504,100,Martin Campbell,Ian Fleming,Eon Productions,"$60,000,000 ","$106,429,941","$352,194,034",2.39 : 1
232,The Matrix Revolutions,2003,R,2h 9min,47,6.7,2.1K,261,Lana Wachowski,Lilly Wachowski,Warner Bros.,"$150,000,000 ","$139,313,948","$427,344,325",2.39 : 1
233,Greyhound,2020,PG-13,1h 31min,64,7.0,843,178,Aaron Schneider,Tom Hanks,Sony Pictures Entertainment (SPE),"$50,300,000 ",,,2.39 : 1
234,2 Fast 2 Furious,2003,PG-13,1h 47min,38,5.9,444,120,John Singleton,Gary Scott Thompson,Universal Pictures,"$76,000,000 ","$127,154,901","$236,350,661",2.39 : 1
235,Jurassic World: Fallen Kingdom,2018,13+,2h 8min,51,6.2,1.9K,459,J.A. Bayona,Derek Connolly,Universal Pictures,"$170,000,000 ","$417,719,760","$1,310,466,296",2.39 : 1
236,"Lock, Stock and Two Smoking Barrels",1998,R,1h 47min,66,8.2,614,118,Guy Ritchie,Guy Ritchie,Summit Entertainment,"£960,000 ","$3,753,929","$3,753,929",1.85 : 1
237,The Legend of Tarzan,2016,13+,1h 50min,44,6.2,494,337,David Yates,Adam Cozad,Village Roadshow Pictures,"$180,000,000 ","$126,643,061","$356,700,357",2.35 : 1
238,Kingdom of Heaven,2005,D,2h 24min,63,7.2,1K,232,Ridley Scott,William Monahan,Twentieth Century Fox,"$130,000,000 ","$47,398,413","$218,122,627",2.39 : 1
239,The Meg,2018,13+,1h 53min,46,5.6,1.6K,411,Jon Turteltaub,Dean Georgaris,Di Bonaventura Pictures,"$130,000,000 ","$145,443,742","$530,259,473",2.39 : 1
240,Looper,2012,R,1h 53min,84,7.4,802,628,Rian Johnson,Rian Johnson,TriStar Pictures,"$30,000,000 ","$66,486,205","$176,506,819",2.39 : 1
241,World War Z,2013,PG-13,1h 56min,63,7.0,1.1K,669,Marc Forster,Matthew Michael Carnahan,Paramount Pictures,"$190,000,000 ","$202,807,711","$540,455,876",2.39 : 1
242,The Nice Guys,2016,R,1h 56min,70,7.4,527,452,Shane Black,Shane Black,Warner Bros.,"$50,000,000 ","$36,261,763","$62,788,218",2.39 : 1
243,Constantine,2005,R,2h 1min,50,7.0,1.1K,298,Francis Lawrence,Jamie Delano,Warner Bros.,"$100,000,000 ","$75,976,178","$230,884,728",2.40 : 1
244,Game Night,2018,17+,1h 40min,66,6.9,637,307,John Francis Daley,Mark Perez,Access Entertainment,"$37,000,000 ","$69,179,066","$117,679,066",2.39 : 1
245,District 9,2009,R,1h 52min,81,7.9,1.4K,500,Neill Blomkamp,Neill Blomkamp,TriStar Pictures,"$30,000,000 ","$115,646,235","$210,888,950",1.85 : 1
246,The Outpost,2019,R,2h 3min,71,6.8,313,88,Rod Lurie,Paul Tamasy,Millennium Media,"$18,000,000 ","$186,635","$2,327,336",1.85 : 1
247,The Mummy Returns,2001,PG-13,2h 10min,48,6.4,945,197,Stephen Sommers,Stephen Sommers,Universal Pictures,"$98,000,000 ","$202,019,785","$443,280,904",2.39 : 1
248,Apocalypto,2006,D,2h 19min,68,7.8,1.2K,298,Mel Gibson,Mel Gibson,Icon Productions,"$40,000,000 ","$50,866,635","$120,673,227",1.85 : 1
249,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,2h 31min,53,7.3,1.9K,323,Gore Verbinski,Ted Elliott,Walt Disney Pictures,"$225,000,000 ","$423,315,812","$1,066,179,747",2.39 : 1
250,X-Men: Apocalypse,2016,13+,2h 24min,52,6.9,867,492,Bryan Singer,Simon Kinberg,Twentieth Century Fox,"$178,000,000 ","$155,442,489","$543,934,105",2.39 : 1
251,John Wick: Chapter 2,2017,17+,2h 2min,75,7.5,929,489,Chad Stahelski,Derek Kolstad,Summit Entertainment,"$40,000,000 ","$92,029,184","$171,547,802",2.39 : 1
252,Cloud Atlas,2012,R,2h 52min,55,7.4,1K,527,Tom Tykwer,David Mitchell,Cloud Atlas Productions,"$102,000,000 ","$27,108,272","$130,482,868",2.39:1
253,Fantasy Island,2020,17+,1h 49min,22,4.9,883,175,Jeff Wadlow,Jeff Wadlow,Columbia Pictures,"$7,000,000 ","$27,309,289","$48,811,343",2.39 : 1
254,Busanhaeng,2016,17+,1h 58min,72,7.6,876,396,Sang-ho Yeon,Joo-Suk Park,Next Entertainment World,"₩10,000,000,000 ","$2,129,768","$92,764,199",1.85 : 1
255,Homefront,2013,R,1h 40min,40,6.5,241,220,Gary Fleder,Sylvester Stallone,Open Road Films (II),"$22,000,000 ","$20,158,898","$48,449,416",2.35 : 1
256,Minority Report,2002,D,2h 25min,80,7.6,1.4K,266,Steven Spielberg,Philip K. Dick,Twentieth Century Fox,"$102,000,000 ","$132,072,926","$358,372,926",2.39 : 1
257,Star Wars: Episode VI - Return of the Jedi,1983,PG,2h 11min,58,8.3,898,207,Richard Marquand,Lawrence Kasdan,Lucasfilm,"$32,500,000 ","$309,306,177","$475,106,177",
258,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,2h 17min,45,6.6,561,472,Rob Marshall,Ted Elliott,Walt Disney Pictures,"$250,000,000 ","$241,071,802","$1,045,713,802",2.39 : 1
259,True Lies,1994,R,2h 21min,63,7.2,434,102,James Cameron,Claude Zidi,Twentieth Century Fox,"$115,000,000 ","$146,282,411","$378,882,411",2.39 : 1
260,Master and Commander: The Far Side of the World,2003,PG-13,2h 18min,81,7.4,765,267,Peter Weir,Patrick O'Brian,Twentieth Century Fox,"$150,000,000 ","$93,927,920","$211,622,535",2.39 : 1
261,The Purge: Anarchy,2014,R,1h 43min,50,6.4,341,329,James DeMonaco,James DeMonaco,Universal Pictures,"$9,000,000 ","$71,962,800","$111,928,365",2.39 : 1
262,Bad Boys for Life,2020,R,2h 4min,59,6.6,1.2K,249,Adil El Arbi,Peter Craig,Columbia Pictures,"$90,000,000 ","$206,305,244","$426,505,244",2.39 : 1
263,Transformers: Dark of the Moon,2011,PG-13,2h 34min,42,6.2,963,439,Michael Bay,Ehren Kruger,Paramount Pictures,"$195,000,000 ","$352,390,543","$1,123,794,079",2.39 : 1
264,The Hunger Games: Catching Fire,2013,PG-13,2h 26min,76,7.5,744,529,Francis Lawrence,Simon Beaufoy,Color Force,"$130,000,000 ","$424,668,047","$865,011,746",2.35 : 1
265,The Informer,2019,17+,1h 53min,61,6.6,227,59,Andrea Di Stefano,Matt Cook,thefyzz,,"$300,460","$2,927,708",2.35 : 1
266,Batman & Robin,1997,PG-13,2h 5min,28,3.8,1.1K,222,Joel Schumacher,Bob Kane,Warner Bros.,"$125,000,000 ","$107,353,792","$238,235,719",1.85 : 1
267,The Punisher,2004,R,2h 4min,33,6.4,672,205,Jonathan Hensleigh,Jonathan Hensleigh,Lions Gate Films,"$33,000,000 ","$33,810,189","$54,700,105",2.35 : 1
268,Star Wars: Episode V - The Empire Strikes Back,1980,PG,2h 4min,82,8.7,1.3K,235,Irvin Kershner,Leigh Brackett,Lucasfilm,"$18,000,000 ","$292,753,960","$538,375,067",
269,Streets of Fire,1984,PG,1h 33min,59,6.7,211,118,Walter Hill,Walter Hill,Universal Pictures,"$14,500,000 ","$8,089,290","$8,089,290",1.85 : 1
270,Lucy,2014,R,1h 29min,61,6.4,1.2K,444,Luc Besson,Luc Besson,EuropaCorp,"$40,000,000 ","$126,663,600","$458,863,600",2.35 : 1
271,Charlie's Angels,2000,PG-13,1h 38min,52,5.6,676,205,McG,Ryan Rowe,Columbia Pictures,"$93,000,000 ","$125,305,545","$264,105,545",2.39 : 1
272,The Amazing Spider-Man,2012,PG-13,2h 16min,66,6.9,1.3K,631,Marc Webb,James Vanderbilt,Columbia Pictures,"$230,000,000 ","$262,030,663","$757,930,663",2.39 : 1
273,Blade,1998,R,2h,46,7.1,665,184,Stephen Norrington,David S. Goyer,Amen Ra Films,"$45,000,000 ","$70,087,718","$131,183,530",2.39 : 1
274,Law Abiding Citizen,2009,R,1h 49min,34,7.4,617,236,F. Gary Gray,Kurt Wimmer,G-BASE,"$50,000,000 ","$73,357,727","$127,944,208",2.35 : 1
275,The First Purge,2018,17+,1h 37min,54,5.2,580,227,Gerard McMurray,James DeMonaco,Universal Pictures,"$13,000,000 ","$69,488,745","$137,056,262",2.39 : 1
276,The Mummy,2017,13+,1h 51min,34,5.4,973,443,Alex Kurtzman,David Koepp,Universal Pictures,"$125,000,000 ","$80,227,895","$409,231,607",2.39 : 1
277,Pearl Harbor,2001,PG-13,3h 3min,44,6.2,2K,167,Michael Bay,Randall Wallace,Touchstone Pictures,"$140,000,000 ","$198,542,554","$449,220,945",2.39 : 1
278,X-Men,2000,PG-13,1h 44min,64,7.4,1.4K,320,Bryan Singer,Tom DeSanto,Twentieth Century Fox,"$75,000,000 ","$157,299,718","$296,339,528",2.39 : 1
279,Red Sparrow,2018,21+,2h 20min,53,6.6,1K,356,Francis Lawrence,Justin Haythe,Chernin Entertainment,"$69,000,000 ","$46,874,505","$151,572,634",2.39 : 1
280,Cowboys & Aliens,2011,PG-13,1h 59min,50,6.0,571,447,Jon Favreau,Roberto Orci,Universal Pictures,"$163,000,000 ","$100,240,551","$174,822,325",2.39 : 1
281,Die Hard: With a Vengeance,1995,R,2h 8min,58,7.6,415,178,John McTiernan,Jonathan Hensleigh,Cinergi Pictures Entertainment,"$90,000,000 ","$100,012,499","$366,101,666",2.39 : 1
282,The Virtuoso,2021,R,1h 50min,24,4.9,119,45,Nick Stagliano,James C. Wolf,Nazz Productions,,,,2.35 : 1
283,The Bodyguard,1992,R,2h 9min,39,6.3,188,54,Mick Jackson,Lawrence Kasdan,Kasdan Pictures,"$25,000,000 ","$122,006,740","$411,006,740",1.85 : 1
284,RED,2010,PG-13,1h 51min,60,7.0,390,336,Robert Schwentke,Jon Hoeber,Summit Entertainment,"$58,000,000 ","$90,380,162","$199,006,387",2.35 : 1
285,The Fugitive,1993,PG-13,2h 10min,87,7.8,364,137,Andrew Davis,Jeb Stuart,Warner Bros.,"$44,000,000 ","$183,875,760","$368,875,760",1.85 : 1
286,Immortals,2011,R,1h 50min,46,6.0,451,301,Tarsem Singh,Charley Parlapanides,Relativity Media,"$75,000,000 ","$83,504,017","$226,904,017",1.85 : 1
287,Batman Forever,1995,PG-13,2h 1min,51,5.4,652,190,Joel Schumacher,Bob Kane,Warner Bros.,"$100,000,000 ","$184,069,126","$336,567,158",1.85 : 1
288,Zombieland: Double Tap,2019,17+,1h 39min,55,6.7,769,293,Ruben Fleischer,Rhett Reese,2.0 Entertainment,"$42,000,000 ","$73,123,082","$122,810,399",2.39 : 1
289,Dark Phoenix,2019,13+,1h 53min,43,5.7,2.1K,355,Simon Kinberg,Simon Kinberg,Twentieth Century Fox,"$200,000,000 ","$65,845,974","$252,442,974",2.39 : 1
290,Star Wars: Episode II - Attack of the Clones,2002,PG,2h 22min,54,6.5,3.7K,334,George Lucas,George Lucas,Lucasfilm,"$115,000,000 ","$310,676,740","$653,779,970",2.39 : 1
291,Spider-Man 2,2004,PG-13,2h 7min,83,7.3,1.5K,326,Sam Raimi,Stan Lee,Columbia Pictures,"$200,000,000 ","$373,585,825","$788,976,453",2.39 : 1
292,The Amazing Spider-Man 2,2014,PG-13,2h 22min,53,6.6,1.2K,541,Marc Webb,Alex Kurtzman,Marvel Enterprises,"$200,000,000 ","$202,853,933","$708,982,323",2.39 : 1
293,The Lost World: Jurassic Park,1997,PG-13,2h 9min,59,6.6,702,212,Steven Spielberg,Michael Crichton,Universal Pictures,"$73,000,000 ","$229,086,679","$618,638,999",
294,Pain & Gain,2013,R,2h 9min,45,6.4,341,352,Michael Bay,Christopher Markus,Paramount Pictures,"$26,000,000 ","$49,875,291","$87,305,549",2.39 : 1
295,Austin Powers in Goldmember,2002,PG-13,1h 34min,62,6.2,797,178,Jay Roach,Mike Myers,New Line Cinema,"$63,000,000 ","$213,307,889","$296,938,801",2.39 : 1
296,X-Men: Days of Future Past,2014,PG-13,2h 12min,75,7.9,854,576,Bryan Singer,Simon Kinberg,Twentieth Century Fox,"$200,000,000 ","$233,921,534","$746,045,700",2.39 : 1
297,Air Force One,1997,17+,2h 4min,61,6.5,459,143,Wolfgang Petersen,Andrew W. Marlowe,Columbia Pictures,"$85,000,000 ","$172,956,409","$315,156,409",2.39 : 1
